# Dependencies for a3-modular-kalah-OverCry
# Analyse and report dependencies of modules.

# Summary Information
# Timestamp	Sun May 16 20:50:15 NZST 2021
# Tool	mete-analysis(dependencies):20170202T1945
# System	a3-modular-kalah-OverCry
# Codebase	./submissions/a3-modular-kalah-OverCry/a3-modular-kalah-OverCry

# Attribute Descriptions
# 1	Source	The name of the module the dependency is from.
# 2	Package	The package the source module belongs to. Provided for convenience as it is part of the source name
# 3	Kind	Modules are classified into 1 of 5 'Kinds': Class, Interface, Enum, Annotation, Exception. 
# 4	Modifiers	The modifiers for the source module (comma separated).
# 5	Target	The name of the module the dependency is to.
# 6	Package	The package the target module belongs to. Provided for convenience as it is part of the target name
# 7	Kind	Modules are classified into 1 of 5 'Kinds': Class, Interface, Enum, Annotation, Exception. 
# 8	Category	Dependencies are classified according to what kind of dependency they represent.
# 9	Area	Classification of the area of the source module the dependency originates from.
# 10	Details	More details of the origin of the dependency. Typically formatted text.
# 11	Locations	Even more details of the origin of the dependency. Typically formatted text.
# 12	Target	Information about the target of the dependency within the target module, if such makes sense.
# 13	Visibility	The degree to which the dependency is visible outside the source module
# 14	Inheritance	In what way is the dependency due to inheritance (if it is)

# Data
# Source	Package	Kind	Modifiers	Target	Package	Kind	Category	Area	Details	Locations	Target	Visibility	Inheritance
kalah.Team	kalah	Class	public	kalah.Team	kalah	Class	Get	Method	kalah.Team#public <init>(int,int,int,int) {}	7	kalah.Team#private java.util.List _stores	Private	None
kalah.Team	kalah	Class	public	kalah.Team	kalah	Class	Put	Method	kalah.Team#public <init>(int,int,int,int) {}	10	kalah.Team#private int _teamNum	Private	None
kalah.Team	kalah	Class	public	kalah.Interface.IHouse	kalah.Interface	Interface	Return	Method	kalah.Team#public kalah.Interface.IHouse getHouse() {}		To whole module	Public	None
kalah.Team	kalah	Class	public	kalah.Team	kalah	Class	Get	Method	kalah.Team#public kalah.Interface.IHouse getHouse() {}	1	kalah.Team#private kalah.Interface.IHouse _house	Private	None
kalah.Team	kalah	Class	public	int*		Primitive	Parameter	Method	kalah.Team#public kalah.Interface.IStore getStore(int) {}	0	To whole module	Public	None
kalah.Team	kalah	Class	public	kalah.Interface.IStore	kalah.Interface	Interface	Return	Method	kalah.Team#public kalah.Interface.IStore getStore(int) {}		To whole module	Public	None
kalah.Team	kalah	Class	public	java.util.List*	java.util	Interface	InvokeInterface	Method	kalah.Team#public kalah.Interface.IStore getStore(int) {}	2	java.util.List#java.lang.Object get(int) <>*	Private	None
kalah.Team	kalah	Class	public	kalah.Team	kalah	Class	Get	Method	kalah.Team#public kalah.Interface.IStore getStore(int) {}	1	kalah.Team#private java.util.List _stores	Private	None
kalah.Team	kalah	Class	public	kalah.Interface.IStore	kalah.Interface	Interface	Cast	Method	kalah.Team#public kalah.Interface.IStore getStore(int) {}	3	To whole module	Private	None
kalah.Team	kalah	Class	public	java.util.List*	java.util	Interface	Return	Method	kalah.Team#public java.util.List getStores() {}		To whole module	Public	None
kalah.Team	kalah	Class	public	kalah.Team	kalah	Class	Get	Method	kalah.Team#public java.util.List getStores() {}	1	kalah.Team#private java.util.List _stores	Private	None
kalah.Team	kalah	Class	public	int*		Primitive	Return	Method	kalah.Team#public int getScore() {}		To whole module	Public	None
kalah.Team	kalah	Class	public	kalah.Interface.IStore	kalah.Interface	Interface	Local	Method	kalah.Team#public int getScore() {}	0	To whole module	Private	None
kalah.Team	kalah	Class	public	int*		Primitive	Local	Method	kalah.Team#public int getScore() {}	1	To whole module	Private	None
kalah.Team	kalah	Class	public	kalah.Interface.IHouse	kalah.Interface	Interface	InvokeInterface	Method	kalah.Team#public int getScore() {}	2	kalah.Interface.IHouse#public abstract int getAmount() <>	Private	None
kalah.Team	kalah	Class	public	java.util.List*	java.util	Interface	InvokeInterface	Method	kalah.Team#public int getScore() {}	4	java.util.List#java.util.Iterator iterator() <>*	Private	None
kalah.Team	kalah	Class	public	java.util.Iterator*	java.util	Interface	InvokeInterface	Method	kalah.Team#public int getScore() {}	5	java.util.Iterator#boolean hasNext() <>*	Private	None
kalah.Team	kalah	Class	public	java.util.Iterator*	java.util	Interface	InvokeInterface	Method	kalah.Team#public int getScore() {}	6	java.util.Iterator#java.lang.Object next() <>*	Private	None
kalah.Team	kalah	Class	public	kalah.Interface.IStore	kalah.Interface	Interface	InvokeInterface	Method	kalah.Team#public int getScore() {}	8	kalah.Interface.IStore#public abstract int getAmount() <>	Private	None
kalah.Team	kalah	Class	public	kalah.Team	kalah	Class	Get	Method	kalah.Team#public int getScore() {}	1	kalah.Team#private kalah.Interface.IHouse _house	Private	None
kalah.Team	kalah	Class	public	kalah.Team	kalah	Class	Get	Method	kalah.Team#public int getScore() {}	3	kalah.Team#private java.util.List _stores	Private	None
kalah.Team	kalah	Class	public	kalah.Interface.IStore	kalah.Interface	Interface	Cast	Method	kalah.Team#public int getScore() {}	7	To whole module	Private	None
kalah.Team	kalah	Class	public	int*		Primitive	Return	Method	kalah.Team#public int getTeamNumber() {}		To whole module	Public	None
kalah.Team	kalah	Class	public	kalah.Team	kalah	Class	Get	Method	kalah.Team#public int getTeamNumber() {}	1	kalah.Team#private int _teamNum	Private	None
kalah.Team	kalah	Class	public	java.lang.Integer*	java.lang	Class	Parameter	Method	kalah.Team#public boolean moveAtMid(java.lang.Integer,int,int) {}	0	To whole module	Public	None
kalah.Team	kalah	Class	public	int*		Primitive	Parameter	Method	kalah.Team#public boolean moveAtMid(java.lang.Integer,int,int) {}	1,2	To whole module	Public	None
kalah.Team	kalah	Class	public	boolean*		Primitive	Return	Method	kalah.Team#public boolean moveAtMid(java.lang.Integer,int,int) {}		To whole module	Public	None
kalah.Team	kalah	Class	public	kalah.Interface.IStore	kalah.Interface	Interface	Local	Method	kalah.Team#public boolean moveAtMid(java.lang.Integer,int,int) {}	0	To whole module	Private	None
kalah.Team	kalah	Class	public	java.util.List*	java.util	Interface	InvokeInterface	Method	kalah.Team#public boolean moveAtMid(java.lang.Integer,int,int) {}	2	java.util.List#java.util.Iterator iterator() <>*	Private	None
kalah.Team	kalah	Class	public	java.util.Iterator*	java.util	Interface	InvokeInterface	Method	kalah.Team#public boolean moveAtMid(java.lang.Integer,int,int) {}	3	java.util.Iterator#boolean hasNext() <>*	Private	None
kalah.Team	kalah	Class	public	java.util.Iterator*	java.util	Interface	InvokeInterface	Method	kalah.Team#public boolean moveAtMid(java.lang.Integer,int,int) {}	4	java.util.Iterator#java.lang.Object next() <>*	Private	None
kalah.Team	kalah	Class	public	kalah.Interface.IStore	kalah.Interface	Interface	InvokeInterface	Method	kalah.Team#public boolean moveAtMid(java.lang.Integer,int,int) {}	6	kalah.Interface.IStore#public abstract int getNumber() <>	Private	None
kalah.Team	kalah	Class	public	kalah.Store	kalah	Class	InvokeInstance	Method	kalah.Team#public boolean moveAtMid(java.lang.Integer,int,int) {}	6	kalah.Store#public int getNumber() {}	Private	Polymorphic
kalah.Team	kalah	Class	public	java.lang.Integer*	java.lang	Class	InvokeInstance	Method	kalah.Team#public boolean moveAtMid(java.lang.Integer,int,int) {}	7	java.lang.Integer#int intValue() <>*	Private	None
kalah.Team	kalah	Class	public	kalah.Team	kalah	Class	InvokeSpecial	Method	kalah.Team#public boolean moveAtMid(java.lang.Integer,int,int) {}	8	kalah.Team#private int remainingSeeds(int,int,kalah.Interface.IStore) {}	Private	None
kalah.Team	kalah	Class	public	kalah.Interface.IHouse	kalah.Interface	Interface	InvokeInterface	Method	kalah.Team#public boolean moveAtMid(java.lang.Integer,int,int) {}	11	kalah.Interface.IHouse#public abstract void addAmount(int) <>	Private	None
kalah.Team	kalah	Class	public	kalah.Interface.ITeam	kalah.Interface	Interface	InvokeInterface	Method	kalah.Team#public boolean moveAtMid(java.lang.Integer,int,int) {}	14	kalah.Interface.ITeam#public abstract boolean move(int,int) <>	Private	None
kalah.Team	kalah	Class	public	kalah.Team	kalah	Class	InvokeInstance	Method	kalah.Team#public boolean moveAtMid(java.lang.Integer,int,int) {}	14	kalah.Team#public boolean move(int,int) {}	Private	Polymorphic
kalah.Team	kalah	Class	public	kalah.Team	kalah	Class	Get	Method	kalah.Team#public boolean moveAtMid(java.lang.Integer,int,int) {}	10,12	kalah.Team#private int _addSead	Private	None
kalah.Team	kalah	Class	public	kalah.Team	kalah	Class	Get	Method	kalah.Team#public boolean moveAtMid(java.lang.Integer,int,int) {}	9	kalah.Team#private kalah.Interface.IHouse _house	Private	None
kalah.Team	kalah	Class	public	kalah.Team	kalah	Class	Get	Method	kalah.Team#public boolean moveAtMid(java.lang.Integer,int,int) {}	13	kalah.Team#private kalah.Interface.ITeam _nextTeam	Private	None
kalah.Team	kalah	Class	public	kalah.Team	kalah	Class	Get	Method	kalah.Team#public boolean moveAtMid(java.lang.Integer,int,int) {}	1	kalah.Team#private java.util.List _stores	Private	None
kalah.Team	kalah	Class	public	kalah.Interface.IStore	kalah.Interface	Interface	Cast	Method	kalah.Team#public boolean moveAtMid(java.lang.Integer,int,int) {}	5	To whole module	Private	None
kalah.Team	kalah	Class	public	int*		Primitive	Parameter	Method	kalah.Team#private int remainingSeeds(int,int,kalah.Interface.IStore) {}	0,1	To whole module	Private	None
kalah.Team	kalah	Class	public	kalah.Interface.IStore	kalah.Interface	Interface	Parameter	Method	kalah.Team#private int remainingSeeds(int,int,kalah.Interface.IStore) {}	2	To whole module	Private	None
kalah.Team	kalah	Class	public	int*		Primitive	Return	Method	kalah.Team#private int remainingSeeds(int,int,kalah.Interface.IStore) {}		To whole module	Private	None
kalah.Team	kalah	Class	public	int*		Primitive	Local	Method	kalah.Team#private int remainingSeeds(int,int,kalah.Interface.IStore) {}	0	To whole module	Private	None
kalah.Team	kalah	Class	public	kalah.Interface.IStore	kalah.Interface	Interface	InvokeInterface	Method	kalah.Team#private int remainingSeeds(int,int,kalah.Interface.IStore) {}	2	kalah.Interface.IStore#public abstract void addAmount(int) <>	Private	None
kalah.Team	kalah	Class	public	kalah.Interface.IStore	kalah.Interface	Interface	InvokeInterface	Method	kalah.Team#private int remainingSeeds(int,int,kalah.Interface.IStore) {}	5	kalah.Interface.IStore#public abstract int getAmount() <>	Private	None
kalah.Team	kalah	Class	public	java.util.List*	java.util	Interface	InvokeInterface	Method	kalah.Team#private int remainingSeeds(int,int,kalah.Interface.IStore) {}	9	java.util.List#int size() <>*	Private	None
kalah.Team	kalah	Class	public	kalah.Interface.IStore	kalah.Interface	Interface	InvokeInterface	Method	kalah.Team#private int remainingSeeds(int,int,kalah.Interface.IStore) {}	10	kalah.Interface.IStore#public abstract int getNumber() <>	Private	None
kalah.Team	kalah	Class	public	kalah.Store	kalah	Class	InvokeInstance	Method	kalah.Team#private int remainingSeeds(int,int,kalah.Interface.IStore) {}	10	kalah.Store#public int getNumber() {}	Private	Polymorphic
kalah.Team	kalah	Class	public	kalah.Interface.ITeam	kalah.Interface	Interface	InvokeInterface	Method	kalah.Team#private int remainingSeeds(int,int,kalah.Interface.IStore) {}	11	kalah.Interface.ITeam#public abstract kalah.Interface.IStore getStore(int) <>	Private	None
kalah.Team	kalah	Class	public	kalah.Team	kalah	Class	InvokeInstance	Method	kalah.Team#private int remainingSeeds(int,int,kalah.Interface.IStore) {}	11	kalah.Team#public kalah.Interface.IStore getStore(int) {}	Private	Polymorphic
kalah.Team	kalah	Class	public	kalah.Interface.IStore	kalah.Interface	Interface	InvokeInterface	Method	kalah.Team#private int remainingSeeds(int,int,kalah.Interface.IStore) {}	12,14	kalah.Interface.IStore#public abstract int takeAll() <>	Private	None
kalah.Team	kalah	Class	public	kalah.Store	kalah	Class	InvokeInstance	Method	kalah.Team#private int remainingSeeds(int,int,kalah.Interface.IStore) {}	12,14	kalah.Store#public int takeAll() {}	Private	Polymorphic
kalah.Team	kalah	Class	public	kalah.Interface.IHouse	kalah.Interface	Interface	InvokeInterface	Method	kalah.Team#private int remainingSeeds(int,int,kalah.Interface.IStore) {}	15	kalah.Interface.IHouse#public abstract void addAmount(int) <>	Private	None
kalah.Team	kalah	Class	public	kalah.Team	kalah	Class	Get	Method	kalah.Team#private int remainingSeeds(int,int,kalah.Interface.IStore) {}	1,3,6	kalah.Team#private int _addSead	Private	None
kalah.Team	kalah	Class	public	kalah.Team	kalah	Class	Get	Method	kalah.Team#private int remainingSeeds(int,int,kalah.Interface.IStore) {}	13	kalah.Team#private kalah.Interface.IHouse _house	Private	None
kalah.Team	kalah	Class	public	kalah.Team	kalah	Class	Get	Method	kalah.Team#private int remainingSeeds(int,int,kalah.Interface.IStore) {}	7	kalah.Team#private kalah.Interface.ITeam _nextTeam	Private	None
kalah.Team	kalah	Class	public	kalah.Team	kalah	Class	Get	Method	kalah.Team#private int remainingSeeds(int,int,kalah.Interface.IStore) {}	8	kalah.Team#private java.util.List _stores	Private	None
kalah.Team	kalah	Class	public	kalah.Team	kalah	Class	Get	Method	kalah.Team#private int remainingSeeds(int,int,kalah.Interface.IStore) {}	4	kalah.Team#private int _teamNum	Private	None
kalah.Team	kalah	Class	public	int*		Primitive	Parameter	Method	kalah.Team#public boolean move(int,int) {}	0,1	To whole module	Public	None
kalah.Team	kalah	Class	public	boolean*		Primitive	Return	Method	kalah.Team#public boolean move(int,int) {}		To whole module	Public	None
kalah.Team	kalah	Class	public	kalah.Interface.IStore	kalah.Interface	Interface	Local	Method	kalah.Team#public boolean move(int,int) {}	0	To whole module	Private	None
kalah.Team	kalah	Class	public	java.util.List*	java.util	Interface	InvokeInterface	Method	kalah.Team#public boolean move(int,int) {}	2	java.util.List#java.util.Iterator iterator() <>*	Private	None
kalah.Team	kalah	Class	public	java.util.Iterator*	java.util	Interface	InvokeInterface	Method	kalah.Team#public boolean move(int,int) {}	3	java.util.Iterator#boolean hasNext() <>*	Private	None
kalah.Team	kalah	Class	public	java.util.Iterator*	java.util	Interface	InvokeInterface	Method	kalah.Team#public boolean move(int,int) {}	4	java.util.Iterator#java.lang.Object next() <>*	Private	None
kalah.Team	kalah	Class	public	kalah.Team	kalah	Class	InvokeSpecial	Method	kalah.Team#public boolean move(int,int) {}	6	kalah.Team#private int remainingSeeds(int,int,kalah.Interface.IStore) {}	Private	None
kalah.Team	kalah	Class	public	kalah.Interface.IHouse	kalah.Interface	Interface	InvokeInterface	Method	kalah.Team#public boolean move(int,int) {}	10	kalah.Interface.IHouse#public abstract void addAmount(int) <>	Private	None
kalah.Team	kalah	Class	public	kalah.Interface.ITeam	kalah.Interface	Interface	InvokeInterface	Method	kalah.Team#public boolean move(int,int) {}	13	kalah.Interface.ITeam#public abstract boolean move(int,int) <>	Private	None
kalah.Team	kalah	Class	public	kalah.Team	kalah	Class	InvokeInstance	Method	kalah.Team#public boolean move(int,int) {}	13	kalah.Team#public boolean move(int,int) {}	Private	Polymorphic
kalah.Team	kalah	Class	public	kalah.Team	kalah	Class	Get	Method	kalah.Team#public boolean move(int,int) {}	9,11	kalah.Team#private int _addSead	Private	None
kalah.Team	kalah	Class	public	kalah.Team	kalah	Class	Get	Method	kalah.Team#public boolean move(int,int) {}	8	kalah.Team#private kalah.Interface.IHouse _house	Private	None
kalah.Team	kalah	Class	public	kalah.Team	kalah	Class	Get	Method	kalah.Team#public boolean move(int,int) {}	12	kalah.Team#private kalah.Interface.ITeam _nextTeam	Private	None
kalah.Team	kalah	Class	public	kalah.Team	kalah	Class	Get	Method	kalah.Team#public boolean move(int,int) {}	1	kalah.Team#private java.util.List _stores	Private	None
kalah.Team	kalah	Class	public	kalah.Team	kalah	Class	Get	Method	kalah.Team#public boolean move(int,int) {}	7	kalah.Team#private int _teamNum	Private	None
kalah.Team	kalah	Class	public	kalah.Interface.IStore	kalah.Interface	Interface	Cast	Method	kalah.Team#public boolean move(int,int) {}	5	To whole module	Private	None
kalah.Team	kalah	Class	public	kalah.Interface.ITeam	kalah.Interface	Interface	Parameter	Method	kalah.Team#public void addNext(kalah.Interface.ITeam) {}	0	To whole module	Public	None
kalah.Team	kalah	Class	public	void*		Primitive	Return	Method	kalah.Team#public void addNext(kalah.Interface.ITeam) {}		To whole module	Public	None
kalah.Team	kalah	Class	public	kalah.Team	kalah	Class	Put	Method	kalah.Team#public void addNext(kalah.Interface.ITeam) {}	1	kalah.Team#private kalah.Interface.ITeam _nextTeam	Private	None
kalah.Team	kalah	Class	public	java.util.List*	java.util	Interface	Field	Field	kalah.Team#private java.util.List _stores		To whole module	Private	None
kalah.Team	kalah	Class	public	kalah.Interface.IHouse	kalah.Interface	Interface	Field	Field	kalah.Team#private kalah.Interface.IHouse _house		To whole module	Private	None
kalah.Team	kalah	Class	public	int*		Primitive	Field	Field	kalah.Team#private int _teamNum		To whole module	Private	None
kalah.Team	kalah	Class	public	kalah.Interface.ITeam	kalah.Interface	Interface	Field	Field	kalah.Team#private kalah.Interface.ITeam _nextTeam		To whole module	Private	None
kalah.Team	kalah	Class	public	int*		Primitive	Field	Field	kalah.Team#private int _numTeams		To whole module	Private	None
kalah.Team	kalah	Class	public	int*		Primitive	Field	Field	kalah.Team#private int _addSead		To whole module	Private	None
kalah.Interface.ILogic	kalah.Interface	Interface	public,abstract	void*		Primitive	Return	Method	kalah.Interface.ILogic#public abstract void play() <>		To whole module	Public	None
kalah.Interface.ILogic	kalah.Interface	Interface	public,abstract	void*		Primitive	Return	Method	kalah.Interface.ILogic#public abstract void reset() <>		To whole module	Public	None
kalah.Interface.ITeam	kalah.Interface	Interface	public,abstract	int*		Primitive	Parameter	Method	kalah.Interface.ITeam#public abstract boolean move(int,int) <>	0,1	To whole module	Public	None
kalah.Interface.ITeam	kalah.Interface	Interface	public,abstract	boolean*		Primitive	Return	Method	kalah.Interface.ITeam#public abstract boolean move(int,int) <>		To whole module	Public	None
kalah.Interface.ITeam	kalah.Interface	Interface	public,abstract	int*		Primitive	Parameter	Method	kalah.Interface.ITeam#public abstract kalah.Interface.IStore getStore(int) <>	0	To whole module	Public	None
kalah.Interface.ITeam	kalah.Interface	Interface	public,abstract	kalah.Interface.IStore	kalah.Interface	Interface	Return	Method	kalah.Interface.ITeam#public abstract kalah.Interface.IStore getStore(int) <>		To whole module	Public	None
kalah.Interface.ITeam	kalah.Interface	Interface	public,abstract	java.util.List*	java.util	Interface	Return	Method	kalah.Interface.ITeam#public abstract java.util.List getStores() <>		To whole module	Public	None
kalah.Interface.ITeam	kalah.Interface	Interface	public,abstract	kalah.Interface.IHouse	kalah.Interface	Interface	Return	Method	kalah.Interface.ITeam#public abstract kalah.Interface.IHouse getHouse() <>		To whole module	Public	None
kalah.Interface.ITeam	kalah.Interface	Interface	public,abstract	int*		Primitive	Return	Method	kalah.Interface.ITeam#public abstract int getScore() <>		To whole module	Public	None
kalah.Interface.ITeam	kalah.Interface	Interface	public,abstract	int*		Primitive	Return	Method	kalah.Interface.ITeam#public abstract int getTeamNumber() <>		To whole module	Public	None
kalah.Interface.ITeam	kalah.Interface	Interface	public,abstract	java.lang.Integer*	java.lang	Class	Parameter	Method	kalah.Interface.ITeam#public abstract boolean moveAtMid(java.lang.Integer,int,int) <>	0	To whole module	Public	None
kalah.Interface.ITeam	kalah.Interface	Interface	public,abstract	int*		Primitive	Parameter	Method	kalah.Interface.ITeam#public abstract boolean moveAtMid(java.lang.Integer,int,int) <>	1,2	To whole module	Public	None
kalah.Interface.ITeam	kalah.Interface	Interface	public,abstract	boolean*		Primitive	Return	Method	kalah.Interface.ITeam#public abstract boolean moveAtMid(java.lang.Integer,int,int) <>		To whole module	Public	None
kalah.Interface.ITeam	kalah.Interface	Interface	public,abstract	kalah.Interface.ITeam	kalah.Interface	Interface	Parameter	Method	kalah.Interface.ITeam#public abstract void addNext(kalah.Interface.ITeam) <>	0	To whole module	Public	None
kalah.Interface.ITeam	kalah.Interface	Interface	public,abstract	void*		Primitive	Return	Method	kalah.Interface.ITeam#public abstract void addNext(kalah.Interface.ITeam) <>		To whole module	Public	None
kalah.Interface.IHouse	kalah.Interface	Interface	public,abstract	int*		Primitive	Return	Method	kalah.Interface.IHouse#public abstract int getAmount() <>		To whole module	Public	None
kalah.Interface.IHouse	kalah.Interface	Interface	public,abstract	int*		Primitive	Parameter	Method	kalah.Interface.IHouse#public abstract void addAmount(int) <>	0	To whole module	Public	None
kalah.Interface.IHouse	kalah.Interface	Interface	public,abstract	void*		Primitive	Return	Method	kalah.Interface.IHouse#public abstract void addAmount(int) <>		To whole module	Public	None
kalah.Kalah	kalah	Class	public	java.lang.Object*	java.lang	Class	Extends	Header			To whole module	Public	None
kalah.Kalah	kalah	Class	public	java.lang.Object*	java.lang	Class	InvokeSuper	Method	kalah.Kalah#public <init>() {}	1	java.lang.Object#public <init>() <>*	Private	None
kalah.Kalah	kalah	Class	public	java.lang.String*	java.lang	Class	Parameter	Method	kalah.Kalah#public static void main(java.lang.String[]) {}	0	To whole module	Public	None
kalah.Kalah	kalah	Class	public	void*		Primitive	Return	Method	kalah.Kalah#public static void main(java.lang.String[]) {}		To whole module	Public	None
kalah.Kalah	kalah	Class	public	kalah.Kalah	kalah	Class	InvokeSpecial	Method	kalah.Kalah#public static void main(java.lang.String[]) {}	1	kalah.Kalah#public <init>() {}	Private	None
kalah.Kalah	kalah	Class	public	com.qualitascorpus.testsupport.MockIO*?	com.qualitascorpus.testsupport	Unknown	InvokeSpecial	Method	kalah.Kalah#public static void main(java.lang.String[]) {}	2	com.qualitascorpus.testsupport.MockIO#<init>() <>*	Private	None
kalah.Kalah	kalah	Class	public	kalah.Kalah	kalah	Class	InvokeInstance	Method	kalah.Kalah#public static void main(java.lang.String[]) {}	3	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	Private	None
kalah.Kalah	kalah	Class	public	com.qualitascorpus.testsupport.IO*?	com.qualitascorpus.testsupport	Unknown	Parameter	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	0	To whole module	Public	None
kalah.Kalah	kalah	Class	public	void*		Primitive	Return	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}		To whole module	Public	None
kalah.Kalah	kalah	Class	public	kalah.Interface.ILogic	kalah.Interface	Interface	Local	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	0	To whole module	Private	None
kalah.Kalah	kalah	Class	public	kalah.Logic	kalah	Class	InvokeSpecial	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	1	kalah.Logic#public <init>(com.qualitascorpus.testsupport.IO) {}	Private	None
kalah.Kalah	kalah	Class	public	kalah.Interface.ILogic	kalah.Interface	Interface	InvokeInterface	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	2	kalah.Interface.ILogic#public abstract void play() <>	Private	None
kalah.Kalah	kalah	Class	public	kalah.Logic	kalah	Class	InvokeInstance	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	2	kalah.Logic#public void play() {}	Private	Polymorphic
kalah.Storage	kalah	Class	public,abstract	java.lang.Object*	java.lang	Class	Extends	Header			To whole module	Public	None
kalah.Storage	kalah	Class	public,abstract	java.lang.Object*	java.lang	Class	InvokeSuper	Method	kalah.Storage#public <init>() {}	1	java.lang.Object#public <init>() <>*	Private	None
kalah.Storage	kalah	Class	public,abstract	int*		Primitive	Return	Method	kalah.Storage#public int getAmount() {}		To whole module	Public	None
kalah.Storage	kalah	Class	public,abstract	kalah.Storage	kalah	Class	Get	Method	kalah.Storage#public int getAmount() {}	1	kalah.Storage#default int _amount	Private	None
kalah.Storage	kalah	Class	public,abstract	int*		Primitive	Parameter	Method	kalah.Storage#public void addAmount(int) {}	0	To whole module	Public	None
kalah.Storage	kalah	Class	public,abstract	void*		Primitive	Return	Method	kalah.Storage#public void addAmount(int) {}		To whole module	Public	None
kalah.Storage	kalah	Class	public,abstract	kalah.Storage	kalah	Class	Put	Method	kalah.Storage#public void addAmount(int) {}	2	kalah.Storage#default int _amount	Private	None
kalah.Storage	kalah	Class	public,abstract	kalah.Storage	kalah	Class	Get	Method	kalah.Storage#public void addAmount(int) {}	1	kalah.Storage#default int _amount	Private	None
kalah.Storage	kalah	Class	public,abstract	int*		Primitive	Field	Field	kalah.Storage#default int _amount		To whole module	Default	None
kalah.Logic	kalah	Class	public	java.lang.Object*	java.lang	Class	Extends	Header			To whole module	Public	None
kalah.Logic	kalah	Class	public	kalah.Interface.ILogic	kalah.Interface	Interface	Implements	Header			To whole module	Public	None
kalah.Logic	kalah	Class	public	com.qualitascorpus.testsupport.IO*?	com.qualitascorpus.testsupport	Unknown	Parameter	Constructor	kalah.Logic#public <init>(com.qualitascorpus.testsupport.IO) {}	0	To whole module	Public	None
kalah.Logic	kalah	Class	public	java.lang.Object*	java.lang	Class	InvokeSuper	Method	kalah.Logic#public <init>(com.qualitascorpus.testsupport.IO) {}	1	java.lang.Object#public <init>() <>*	Private	None
kalah.Logic	kalah	Class	public	java.util.ArrayList*	java.util	Class	InvokeSpecial	Method	kalah.Logic#public <init>(com.qualitascorpus.testsupport.IO) {}	3	java.util.ArrayList#<init>() <>*	Private	None
kalah.Logic	kalah	Class	public	kalah.Singleton.Printer	kalah.Singleton	Class	InvokeStatic	Method	kalah.Logic#public <init>(com.qualitascorpus.testsupport.IO) {}	5	kalah.Singleton.Printer#public static kalah.Singleton.Printer getInstance() {}	Private	None
kalah.Logic	kalah	Class	public	kalah.Logic	kalah	Class	InvokeSpecial	Method	kalah.Logic#public <init>(com.qualitascorpus.testsupport.IO) {}	10	kalah.Logic#private void setUp() {}	Private	None
kalah.Logic	kalah	Class	public	kalah.Logic	kalah	Class	Put	Method	kalah.Logic#public <init>(com.qualitascorpus.testsupport.IO) {}	11	kalah.Logic#private com.qualitascorpus.testsupport.IO _io	Private	None
kalah.Logic	kalah	Class	public	kalah.Logic	kalah	Class	Put	Method	kalah.Logic#public <init>(com.qualitascorpus.testsupport.IO) {}	9	kalah.Logic#private int _players	Private	None
kalah.Logic	kalah	Class	public	kalah.Logic	kalah	Class	Put	Method	kalah.Logic#public <init>(com.qualitascorpus.testsupport.IO) {}	6	kalah.Logic#private kalah.Singleton.Printer _printer	Private	None
kalah.Logic	kalah	Class	public	kalah.Logic	kalah	Class	Put	Method	kalah.Logic#public <init>(com.qualitascorpus.testsupport.IO) {}	7	kalah.Logic#private int _stalls	Private	None
kalah.Logic	kalah	Class	public	kalah.Logic	kalah	Class	Put	Method	kalah.Logic#public <init>(com.qualitascorpus.testsupport.IO) {}	8	kalah.Logic#private int _startingSeeds	Private	None
kalah.Logic	kalah	Class	public	kalah.Logic	kalah	Class	Put	Method	kalah.Logic#public <init>(com.qualitascorpus.testsupport.IO) {}	4	kalah.Logic#private java.util.List _teams	Private	None
kalah.Logic	kalah	Class	public	kalah.Logic	kalah	Class	Put	Method	kalah.Logic#public <init>(com.qualitascorpus.testsupport.IO) {}	2	kalah.Logic#private int _turn	Private	None
kalah.Logic	kalah	Class	public	void*		Primitive	Return	Method	kalah.Logic#private void setUp() {}		To whole module	Private	None
kalah.Logic	kalah	Class	public	int*		Primitive	Local	Method	kalah.Logic#private void setUp() {}	0	To whole module	Private	None
kalah.Logic	kalah	Class	public	kalah.Interface.ITeam	kalah.Interface	Interface	Local	Method	kalah.Logic#private void setUp() {}	1	To whole module	Private	None
kalah.Logic	kalah	Class	public	kalah.Team	kalah	Class	InvokeSpecial	Method	kalah.Logic#private void setUp() {}	6	kalah.Team#public <init>(int,int,int,int) {}	Private	None
kalah.Logic	kalah	Class	public	java.util.List*	java.util	Interface	InvokeInterface	Method	kalah.Logic#private void setUp() {}	7	java.util.List#boolean add(java.lang.Object) <>*	Private	None
kalah.Logic	kalah	Class	public	java.util.List*	java.util	Interface	InvokeInterface	Method	kalah.Logic#private void setUp() {}	9	java.util.List#java.util.Iterator iterator() <>*	Private	None
