# Dependencies for a3-modular-kalah-OverCry
# Analyse and report dependencies of modules.

# Summary Information
# Timestamp	Sun May 16 20:50:15 NZST 2021
# Tool	mete-analysis(dependencies):20170202T1945
# System	a3-modular-kalah-OverCry
# Codebase	./submissions/a3-modular-kalah-OverCry/a3-modular-kalah-OverCry

# Attribute Descriptions
# 1	Source	The name of the module the dependency is from.
# 2	Package	The package the source module belongs to. Provided for convenience as it is part of the source name
# 3	Kind	Modules are classified into 1 of 5 'Kinds': Class, Interface, Enum, Annotation, Exception. 
# 4	Modifiers	The modifiers for the source module (comma separated).
# 5	Target	The name of the module the dependency is to.
# 6	Package	The package the target module belongs to. Provided for convenience as it is part of the target name
# 7	Kind	Modules are classified into 1 of 5 'Kinds': Class, Interface, Enum, Annotation, Exception. 
# 8	Category	Dependencies are classified according to what kind of dependency they represent.
# 9	Area	Classification of the area of the source module the dependency originates from.
# 10	Details	More details of the origin of the dependency. Typically formatted text.
# 11	Locations	Even more details of the origin of the dependency. Typically formatted text.
# 12	Target	Information about the target of the dependency within the target module, if such makes sense.
# 13	Visibility	The degree to which the dependency is visible outside the source module
# 14	Inheritance	In what way is the dependency due to inheritance (if it is)

# Data
# Source	Package	Kind	Modifiers	Target	Package	Kind	Category	Area	Details	Locations	Target	Visibility	Inheritance
kalah.Logic	kalah	Class	public	java.util.Iterator*	java.util	Interface	InvokeInterface	Method	kalah.Logic#private void setUp() {}	10	java.util.Iterator#boolean hasNext() <>*	Private	None
kalah.Logic	kalah	Class	public	java.util.Iterator*	java.util	Interface	InvokeInterface	Method	kalah.Logic#private void setUp() {}	11	java.util.Iterator#java.lang.Object next() <>*	Private	None
kalah.Logic	kalah	Class	public	kalah.Interface.ITeam	kalah.Interface	Interface	InvokeInterface	Method	kalah.Logic#private void setUp() {}	14	kalah.Interface.ITeam#public abstract int getTeamNumber() <>	Private	None
kalah.Logic	kalah	Class	public	kalah.Team	kalah	Class	InvokeInstance	Method	kalah.Logic#private void setUp() {}	14	kalah.Team#public int getTeamNumber() {}	Private	Polymorphic
kalah.Logic	kalah	Class	public	java.util.List*	java.util	Interface	InvokeInterface	Method	kalah.Logic#private void setUp() {}	16	java.util.List#java.lang.Object get(int) <>*	Private	None
kalah.Logic	kalah	Class	public	kalah.Interface.ITeam	kalah.Interface	Interface	InvokeInterface	Method	kalah.Logic#private void setUp() {}	18	kalah.Interface.ITeam#public abstract void addNext(kalah.Interface.ITeam) <>	Private	None
kalah.Logic	kalah	Class	public	kalah.Team	kalah	Class	InvokeInstance	Method	kalah.Logic#private void setUp() {}	18	kalah.Team#public void addNext(kalah.Interface.ITeam) {}	Private	Polymorphic
kalah.Logic	kalah	Class	public	kalah.Logic	kalah	Class	Get	Method	kalah.Logic#private void setUp() {}	1,5,15	kalah.Logic#private int _players	Private	None
kalah.Logic	kalah	Class	public	kalah.Logic	kalah	Class	Get	Method	kalah.Logic#private void setUp() {}	3	kalah.Logic#private int _stalls	Private	None
kalah.Logic	kalah	Class	public	kalah.Logic	kalah	Class	Get	Method	kalah.Logic#private void setUp() {}	4	kalah.Logic#private int _startingSeeds	Private	None
kalah.Logic	kalah	Class	public	kalah.Logic	kalah	Class	Get	Method	kalah.Logic#private void setUp() {}	2,8,13	kalah.Logic#private java.util.List _teams	Private	None
kalah.Logic	kalah	Class	public	kalah.Interface.ITeam	kalah.Interface	Interface	Cast	Method	kalah.Logic#private void setUp() {}	17	To whole module	Private	None
kalah.Logic	kalah	Class	public	com.qualitascorpus.testsupport.IO*?	com.qualitascorpus.testsupport	Unknown	Parameter	Constructor	kalah.Logic#public <init>(com.qualitascorpus.testsupport.IO,int,int,int) {}	0	To whole module	Public	None
kalah.Logic	kalah	Class	public	int*		Primitive	Parameter	Constructor	kalah.Logic#public <init>(com.qualitascorpus.testsupport.IO,int,int,int) {}	1,2,3	To whole module	Public	None
kalah.Logic	kalah	Class	public	java.lang.Object*	java.lang	Class	InvokeSuper	Method	kalah.Logic#public <init>(com.qualitascorpus.testsupport.IO,int,int,int) {}	1	java.lang.Object#public <init>() <>*	Private	None
kalah.Logic	kalah	Class	public	java.util.ArrayList*	java.util	Class	InvokeSpecial	Method	kalah.Logic#public <init>(com.qualitascorpus.testsupport.IO,int,int,int) {}	3	java.util.ArrayList#<init>() <>*	Private	None
kalah.Logic	kalah	Class	public	kalah.Singleton.Printer	kalah.Singleton	Class	InvokeStatic	Method	kalah.Logic#public <init>(com.qualitascorpus.testsupport.IO,int,int,int) {}	5	kalah.Singleton.Printer#public static kalah.Singleton.Printer getInstance() {}	Private	None
kalah.Logic	kalah	Class	public	kalah.Logic	kalah	Class	InvokeSpecial	Method	kalah.Logic#public <init>(com.qualitascorpus.testsupport.IO,int,int,int) {}	13	kalah.Logic#private void setUp() {}	Private	None
kalah.Logic	kalah	Class	public	kalah.Logic	kalah	Class	Put	Method	kalah.Logic#public <init>(com.qualitascorpus.testsupport.IO,int,int,int) {}	14	kalah.Logic#private com.qualitascorpus.testsupport.IO _io	Private	None
kalah.Logic	kalah	Class	public	kalah.Logic	kalah	Class	Put	Method	kalah.Logic#public <init>(com.qualitascorpus.testsupport.IO,int,int,int) {}	12,9	kalah.Logic#private int _players	Private	None
kalah.Logic	kalah	Class	public	kalah.Logic	kalah	Class	Put	Method	kalah.Logic#public <init>(com.qualitascorpus.testsupport.IO,int,int,int) {}	6	kalah.Logic#private kalah.Singleton.Printer _printer	Private	None
kalah.Logic	kalah	Class	public	kalah.Logic	kalah	Class	Put	Method	kalah.Logic#public <init>(com.qualitascorpus.testsupport.IO,int,int,int) {}	10,7	kalah.Logic#private int _stalls	Private	None
kalah.Logic	kalah	Class	public	kalah.Logic	kalah	Class	Put	Method	kalah.Logic#public <init>(com.qualitascorpus.testsupport.IO,int,int,int) {}	11,8	kalah.Logic#private int _startingSeeds	Private	None
kalah.Logic	kalah	Class	public	kalah.Logic	kalah	Class	Put	Method	kalah.Logic#public <init>(com.qualitascorpus.testsupport.IO,int,int,int) {}	4	kalah.Logic#private java.util.List _teams	Private	None
kalah.Logic	kalah	Class	public	kalah.Logic	kalah	Class	Put	Method	kalah.Logic#public <init>(com.qualitascorpus.testsupport.IO,int,int,int) {}	2	kalah.Logic#private int _turn	Private	None
kalah.Logic	kalah	Class	public	void*		Primitive	Return	Method	kalah.Logic#public void play() {}		To whole module	Public	None
kalah.Logic	kalah	Class	public	int*		Primitive	Local	Method	kalah.Logic#public void play() {}	0	To whole module	Private	None
kalah.Logic	kalah	Class	public	java.lang.String*	java.lang	Class	Local	Method	kalah.Logic#public void play() {}	1	To whole module	Private	None
kalah.Logic	kalah	Class	public	kalah.Singleton.Printer	kalah.Singleton	Class	InvokeInstance	Method	kalah.Logic#public void play() {}	5,24,31	kalah.Singleton.Printer#public void printState(com.qualitascorpus.testsupport.IO,java.util.List,int) {}	Private	None
kalah.Logic	kalah	Class	public	kalah.Logic	kalah	Class	InvokeSpecial	Method	kalah.Logic#public void play() {}	6,32	kalah.Logic#private boolean ifOver() {}	Private	None
kalah.Logic	kalah	Class	public	java.lang.StringBuilder*	java.lang	Class	InvokeSpecial	Method	kalah.Logic#public void play() {}	8	java.lang.StringBuilder#<init>() <>*	Private	None
kalah.Logic	kalah	Class	public	java.lang.StringBuilder*	java.lang	Class	InvokeInstance	Method	kalah.Logic#public void play() {}	9	java.lang.StringBuilder#java.lang.StringBuilder append(java.lang.String) <>*	Private	None
kalah.Logic	kalah	Class	public	java.lang.StringBuilder*	java.lang	Class	InvokeInstance	Method	kalah.Logic#public void play() {}	11	java.lang.StringBuilder#java.lang.StringBuilder append(int) <>*	Private	None
kalah.Logic	kalah	Class	public	java.lang.StringBuilder*	java.lang	Class	InvokeInstance	Method	kalah.Logic#public void play() {}	13	java.lang.StringBuilder#java.lang.String toString() <>*	Private	None
kalah.Logic	kalah	Class	public	com.qualitascorpus.testsupport.IO*?	com.qualitascorpus.testsupport	Unknown	InvokeInterface	Method	kalah.Logic#public void play() {}	14	com.qualitascorpus.testsupport.IO#java.lang.String readFromKeyboard(java.lang.String) <>*	Private	None
kalah.Logic	kalah	Class	public	java.lang.String*	java.lang	Class	InvokeInstance	Method	kalah.Logic#public void play() {}	15	java.lang.String#boolean equals(java.lang.Object) <>*	Private	None
kalah.Logic	kalah	Class	public	java.lang.String*	java.lang	Class	InvokeInstance	Method	kalah.Logic#public void play() {}	16	java.lang.String#boolean matches(java.lang.String) <>*	Private	None
kalah.Logic	kalah	Class	public	java.lang.Integer*	java.lang	Class	InvokeStatic	Method	kalah.Logic#public void play() {}	17	java.lang.Integer#int parseInt(java.lang.String) <>*	Private	None
kalah.Logic	kalah	Class	public	kalah.Logic	kalah	Class	InvokeSpecial	Method	kalah.Logic#public void play() {}	19	kalah.Logic#private void doAction(int) {}	Private	None
kalah.Logic	kalah	Class	public	com.qualitascorpus.testsupport.IO*?	com.qualitascorpus.testsupport	Unknown	InvokeInterface	Method	kalah.Logic#public void play() {}	26	com.qualitascorpus.testsupport.IO#void println(java.lang.String) <>*	Private	None
kalah.Logic	kalah	Class	public	kalah.Singleton.Printer	kalah.Singleton	Class	InvokeInstance	Method	kalah.Logic#public void play() {}	36	kalah.Singleton.Printer#public void printResult(com.qualitascorpus.testsupport.IO,java.util.List) {}	Private	None
kalah.Logic	kalah	Class	public	kalah.Logic	kalah	Class	Get	Method	kalah.Logic#public void play() {}	21,25,28,2,7,34	kalah.Logic#private com.qualitascorpus.testsupport.IO _io	Private	None
kalah.Logic	kalah	Class	public	kalah.Logic	kalah	Class	Get	Method	kalah.Logic#public void play() {}	20,27,1,33	kalah.Logic#private kalah.Singleton.Printer _printer	Private	None
kalah.Logic	kalah	Class	public	kalah.Logic	kalah	Class	Get	Method	kalah.Logic#public void play() {}	18,23,30,4	kalah.Logic#private int _stalls	Private	None
kalah.Logic	kalah	Class	public	kalah.Logic	kalah	Class	Get	Method	kalah.Logic#public void play() {}	22,29,3,35	kalah.Logic#private java.util.List _teams	Private	None
kalah.Logic	kalah	Class	public	kalah.Logic	kalah	Class	Get	Method	kalah.Logic#public void play() {}	10	kalah.Logic#private int _turn	Private	None
kalah.Logic	kalah	Class	public	boolean*		Primitive	Return	Method	kalah.Logic#private boolean ifOver() {}		To whole module	Private	None
kalah.Logic	kalah	Class	public	kalah.Interface.IStore	kalah.Interface	Interface	Local	Method	kalah.Logic#private boolean ifOver() {}	0	To whole module	Private	None
kalah.Logic	kalah	Class	public	java.util.List*	java.util	Interface	InvokeInterface	Method	kalah.Logic#private boolean ifOver() {}	3	java.util.List#java.lang.Object get(int) <>*	Private	None
kalah.Logic	kalah	Class	public	kalah.Interface.ITeam	kalah.Interface	Interface	InvokeInterface	Method	kalah.Logic#private boolean ifOver() {}	5	kalah.Interface.ITeam#public abstract java.util.List getStores() <>	Private	None
kalah.Logic	kalah	Class	public	kalah.Team	kalah	Class	InvokeInstance	Method	kalah.Logic#private boolean ifOver() {}	5	kalah.Team#public java.util.List getStores() {}	Private	Polymorphic
kalah.Logic	kalah	Class	public	java.util.List*	java.util	Interface	InvokeInterface	Method	kalah.Logic#private boolean ifOver() {}	6	java.util.List#java.util.Iterator iterator() <>*	Private	None
kalah.Logic	kalah	Class	public	java.util.Iterator*	java.util	Interface	InvokeInterface	Method	kalah.Logic#private boolean ifOver() {}	7	java.util.Iterator#boolean hasNext() <>*	Private	None
kalah.Logic	kalah	Class	public	java.util.Iterator*	java.util	Interface	InvokeInterface	Method	kalah.Logic#private boolean ifOver() {}	8	java.util.Iterator#java.lang.Object next() <>*	Private	None
kalah.Logic	kalah	Class	public	kalah.Interface.IStore	kalah.Interface	Interface	InvokeInterface	Method	kalah.Logic#private boolean ifOver() {}	10	kalah.Interface.IStore#public abstract int getAmount() <>	Private	None
kalah.Logic	kalah	Class	public	kalah.Logic	kalah	Class	Get	Method	kalah.Logic#private boolean ifOver() {}	1	kalah.Logic#private java.util.List _teams	Private	None
kalah.Logic	kalah	Class	public	kalah.Logic	kalah	Class	Get	Method	kalah.Logic#private boolean ifOver() {}	2	kalah.Logic#private int _turn	Private	None
kalah.Logic	kalah	Class	public	kalah.Interface.IStore	kalah.Interface	Interface	Cast	Method	kalah.Logic#private boolean ifOver() {}	9	To whole module	Private	None
kalah.Logic	kalah	Class	public	kalah.Interface.ITeam	kalah.Interface	Interface	Cast	Method	kalah.Logic#private boolean ifOver() {}	4	To whole module	Private	None
kalah.Logic	kalah	Class	public	int*		Primitive	Parameter	Method	kalah.Logic#private void doAction(int) {}	0	To whole module	Private	None
kalah.Logic	kalah	Class	public	void*		Primitive	Return	Method	kalah.Logic#private void doAction(int) {}		To whole module	Private	None
kalah.Logic	kalah	Class	public	kalah.Interface.ITeam	kalah.Interface	Interface	Local	Method	kalah.Logic#private void doAction(int) {}	0	To whole module	Private	None
kalah.Logic	kalah	Class	public	kalah.Interface.IStore	kalah.Interface	Interface	Local	Method	kalah.Logic#private void doAction(int) {}	1	To whole module	Private	None
kalah.Logic	kalah	Class	public	int*		Primitive	Local	Method	kalah.Logic#private void doAction(int) {}	2	To whole module	Private	None
kalah.Logic	kalah	Class	public	java.util.List*	java.util	Interface	InvokeInterface	Method	kalah.Logic#private void doAction(int) {}	3	java.util.List#java.lang.Object get(int) <>*	Private	None
kalah.Logic	kalah	Class	public	kalah.Interface.ITeam	kalah.Interface	Interface	InvokeInterface	Method	kalah.Logic#private void doAction(int) {}	5	kalah.Interface.ITeam#public abstract kalah.Interface.IStore getStore(int) <>	Private	None
kalah.Logic	kalah	Class	public	kalah.Team	kalah	Class	InvokeInstance	Method	kalah.Logic#private void doAction(int) {}	5	kalah.Team#public kalah.Interface.IStore getStore(int) {}	Private	Polymorphic
kalah.Logic	kalah	Class	public	kalah.Interface.IStore	kalah.Interface	Interface	InvokeInterface	Method	kalah.Logic#private void doAction(int) {}	6	kalah.Interface.IStore#public abstract int takeAll() <>	Private	None
kalah.Logic	kalah	Class	public	kalah.Store	kalah	Class	InvokeInstance	Method	kalah.Logic#private void doAction(int) {}	6	kalah.Store#public int takeAll() {}	Private	Polymorphic
kalah.Logic	kalah	Class	public	com.qualitascorpus.testsupport.IO*?	com.qualitascorpus.testsupport	Unknown	InvokeInterface	Method	kalah.Logic#private void doAction(int) {}	8	com.qualitascorpus.testsupport.IO#void println(java.lang.String) <>*	Private	None
kalah.Logic	kalah	Class	public	java.lang.Integer*	java.lang	Class	InvokeStatic	Method	kalah.Logic#private void doAction(int) {}	9	java.lang.Integer#java.lang.Integer valueOf(int) <>*	Private	None
kalah.Logic	kalah	Class	public	kalah.Interface.ITeam	kalah.Interface	Interface	InvokeInterface	Method	kalah.Logic#private void doAction(int) {}	11	kalah.Interface.ITeam#public abstract boolean moveAtMid(java.lang.Integer,int,int) <>	Private	None
kalah.Logic	kalah	Class	public	kalah.Team	kalah	Class	InvokeInstance	Method	kalah.Logic#private void doAction(int) {}	11	kalah.Team#public boolean moveAtMid(java.lang.Integer,int,int) {}	Private	Polymorphic
kalah.Logic	kalah	Class	public	kalah.Logic	kalah	Class	Get	Method	kalah.Logic#private void doAction(int) {}	7	kalah.Logic#private com.qualitascorpus.testsupport.IO _io	Private	None
kalah.Logic	kalah	Class	public	kalah.Logic	kalah	Class	Get	Method	kalah.Logic#private void doAction(int) {}	13	kalah.Logic#private int _players	Private	None
kalah.Logic	kalah	Class	public	kalah.Logic	kalah	Class	Get	Method	kalah.Logic#private void doAction(int) {}	1	kalah.Logic#private java.util.List _teams	Private	None
kalah.Logic	kalah	Class	public	kalah.Logic	kalah	Class	Put	Method	kalah.Logic#private void doAction(int) {}	14	kalah.Logic#private int _turn	Private	None
kalah.Logic	kalah	Class	public	kalah.Logic	kalah	Class	Get	Method	kalah.Logic#private void doAction(int) {}	2,10,12	kalah.Logic#private int _turn	Private	None
kalah.Logic	kalah	Class	public	kalah.Interface.ITeam	kalah.Interface	Interface	Cast	Method	kalah.Logic#private void doAction(int) {}	4	To whole module	Private	None
kalah.Logic	kalah	Class	public	void*		Primitive	Return	Method	kalah.Logic#public void reset() {}		To whole module	Public	None
kalah.Logic	kalah	Class	public	java.util.ArrayList*	java.util	Class	InvokeSpecial	Method	kalah.Logic#public void reset() {}	1	java.util.ArrayList#<init>() <>*	Private	None
kalah.Logic	kalah	Class	public	kalah.Logic	kalah	Class	InvokeSpecial	Method	kalah.Logic#public void reset() {}	3	kalah.Logic#private void setUp() {}	Private	None
kalah.Logic	kalah	Class	public	kalah.Logic	kalah	Class	Put	Method	kalah.Logic#public void reset() {}	2	kalah.Logic#private java.util.List _teams	Private	None
kalah.Logic	kalah	Class	public	int*		Primitive	Field	Field	kalah.Logic#private int _turn		To whole module	Private	None
kalah.Logic	kalah	Class	public	java.util.List*	java.util	Interface	Field	Field	kalah.Logic#private java.util.List _teams		To whole module	Private	None
kalah.Logic	kalah	Class	public	com.qualitascorpus.testsupport.IO*?	com.qualitascorpus.testsupport	Unknown	Field	Field	kalah.Logic#private com.qualitascorpus.testsupport.IO _io		To whole module	Private	None
kalah.Logic	kalah	Class	public	kalah.Singleton.Printer	kalah.Singleton	Class	Field	Field	kalah.Logic#private kalah.Singleton.Printer _printer		To whole module	Private	None
kalah.Logic	kalah	Class	public	int*		Primitive	Field	Field	kalah.Logic#private int _stalls		To whole module	Private	None
kalah.Logic	kalah	Class	public	int*		Primitive	Field	Field	kalah.Logic#private int _startingSeeds		To whole module	Private	None
kalah.Logic	kalah	Class	public	int*		Primitive	Field	Field	kalah.Logic#private int _players		To whole module	Private	None
kalah.Store	kalah	Class	public	kalah.Storage	kalah	Class	Extends	Header			To whole module	Public	None
kalah.Store	kalah	Class	public	kalah.Interface.IStore	kalah.Interface	Interface	Implements	Header			To whole module	Public	None
kalah.Store	kalah	Class	public	int*		Primitive	Parameter	Constructor	kalah.Store#public <init>(int,int) {}	0,1	To whole module	Public	None
kalah.Store	kalah	Class	public	kalah.Storage	kalah	Class	InvokeSuper	Method	kalah.Store#public <init>(int,int) {}	1	kalah.Storage#public <init>() {}	Private	None
kalah.Store	kalah	Class	public	kalah.Store	kalah	Class	Put	Method	kalah.Store#public <init>(int,int) {}	3	kalah.Store#int _amount*	Private	None
kalah.Store	kalah	Class	public	kalah.Storage	kalah	Class	Put	Method	kalah.Store#public <init>(int,int) {}	3	kalah.Storage#default int _amount	Private	Inherited
kalah.Store	kalah	Class	public	kalah.Store	kalah	Class	Put	Method	kalah.Store#public <init>(int,int) {}	2	kalah.Store#private int _number	Private	None
kalah.Store	kalah	Class	public	int*		Primitive	Return	Method	kalah.Store#public int getNumber() {}		To whole module	Public	None
kalah.Store	kalah	Class	public	kalah.Store	kalah	Class	Get	Method	kalah.Store#public int getNumber() {}	1	kalah.Store#private int _number	Private	None
kalah.Store	kalah	Class	public	int*		Primitive	Return	Method	kalah.Store#public int takeAll() {}		To whole module	Public	None
kalah.Store	kalah	Class	public	int*		Primitive	Local	Method	kalah.Store#public int takeAll() {}	0	To whole module	Private	None
kalah.Store	kalah	Class	public	kalah.Store	kalah	Class	InvokeInstance	Method	kalah.Store#public int takeAll() {}	1	kalah.Store#int getAmount() <>*	Private	None
kalah.Store	kalah	Class	public	kalah.Storage	kalah	Class	InvokeInstance	Method	kalah.Store#public int takeAll() {}	1	kalah.Storage#public int getAmount() {}	Private	Inherited
kalah.Store	kalah	Class	public	kalah.Store	kalah	Class	Put	Method	kalah.Store#public int takeAll() {}	2	kalah.Store#int _amount*	Private	None
kalah.Store	kalah	Class	public	kalah.Storage	kalah	Class	Put	Method	kalah.Store#public int takeAll() {}	2	kalah.Storage#default int _amount	Private	Inherited
kalah.Store	kalah	Class	public	int*		Primitive	Field	Field	kalah.Store#private int _number		To whole module	Private	None
Main	null	Class	public	junit.framework.TestCase*?	junit.framework	Unknown	Extends	Header			To whole module	Public	None
Main	null	Class	public	junit.framework.TestCase*?	junit.framework	Unknown	InvokeSuper	Method	Main#public <init>() {}	1	junit.framework.TestCase#<init>() <>*	Private	None
Main	null	Class	public	java.lang.String*	java.lang	Class	Parameter	Method	Main#public static void main(java.lang.String[]) {}	0	To whole module	Public	None
Main	null	Class	public	void*		Primitive	Return	Method	Main#public static void main(java.lang.String[]) {}		To whole module	Public	None
Main	null	Class	public	junit.textui.TestRunner*?	junit.textui	Unknown	InvokeStatic	Method	Main#public static void main(java.lang.String[]) {}	1	junit.textui.TestRunner#void run(java.lang.Class) <>*	Private	None
